0;Database;Jaar;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs
1031;KB;1744.0;Christiaen de Groot;Aletta Harthals;Christiaen de Groot & Aletta Harthals;Anthoni de Groot;s-Gravenhage;Haarlem;;;;;;;;;;;;;;;;;;;;;;;
1158;KB;1744.0;Jacob Dankertz;Johanna Adriana van Runnenburgh;Jacob Dankertz & Johanna Adriana van Runnenburgh;Arend van Huyssteen;Amsterdam;Den Haag;E. I.D.W. Dankertz;Arnold Rotterdam;;;;;;;;;;;;;;;;;;;;;E. I.D.W. Dankertz, Arnold Rotterdam
1582;KB;1744.0;Lieve Sieverdsz de Bruin;Alida Westerbaen;Lieve Sieverdsz de Bruin & Alida Westerbaen;Folkert van der Plaats;Harlingen;Amsterdam;Kornelis Willemsz Westerbaen;Jodocus Potter;;;;;;;;;;;;;;;;;;;;;Kornelis Willemsz Westerbaen, Jodocus Potter
1863;KB;1744.0;Willem van Oosterwyk;Anna Bruyn;Willem van Oosterwyk & Anna Bruyn;Kornelis van I Tongerlo;Amsterdam;Haarlem;Hendrik Y.B.A. Boom;Willem Harbers;Cornelis Angel;;;;;;;;;;;;;;;;;;;;Hendrik Y.B.A. Boom, Willem Harbers, Cornelis Angel
2021;KB;1744.0;David van Oostrum;Margareta Berck;David van Oostrum & Margareta Berck;Joris van der Woude;Amsterdam;Amsterdam;Jan Simons;François Berck;Jacobus Egeling;Joris van der Woude;D.D.Jz Geniets;;;;;;;;;;;;;;;;;;Jan Simons, François Berck, Jacobus Egeling, Joris van der Woude, D.D.Jz Geniets
2113;KB;1744.0;Gerard Winter;Aletta Maria Duyvensz;Gerard Winter & Aletta Maria Duyvensz;;;Utrecht;Gerardus M.J.S. Noest;;;;;;;;;;;;;;;;;;;;;;Gerardus M.J.S. Noest
2114;KB;1744.0;Abraham Jansz Clemens;Esther Geertruid Schelte;Abraham Jansz Clemens & Esther Geertruid Schelte;;;Deventer;;;;;;;;;;;;;;;;;;;;;;;
2237;KB;1744.0;Albert van Meurs;Anna van Swanenburg;Albert van Meurs & Anna van Swanenburg;;;Amsterdam;Pieter Langendyk;Dirk Smits;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk, Dirk Smits
2238;KB;1744.0;Everhard François Schimmelpenning;Sara Du Try;Everhard François Schimmelpenning & Sara Du Try;;;Den Haag;Joannes van Braam;;;;;;;;;;;;;;;;;;;;;;Joannes van Braam
3136;KB;1744.0;Adriaan Philipsz van der Goes;Adriana Cornelia van der Goes;Adriaan Philipsz van der Goes & Adriana Cornelia van der Goes;;;;;;;;;;;;;;;;;;;;;;;;;;
3137;KB;1744.0;Adriaan Philipsz van der Goes;Adriana Cornelia van der Goes;Adriaan Philipsz van der Goes & Adriana Cornelia van der Goes;;;'s-Hertogenbosch;Willem Sulyard van Leeffdaell;;;;;;;;;;;;;;;;;;;;;;Willem Sulyard van Leeffdaell
3138;KB;1744.0;Johan Wilhem Lormier;Sara Pelt;Johan Wilhem Lormier & Sara Pelt;;;Delft;Johannes ter Hofstede;;;;;;;;;;;;;;;;;;;;;;Johannes ter Hofstede
3139;KB;1744.0;Elias Schellinger;Elizabeth Buys;Elias Schellinger & Elizabeth Buys;;;;Nicolaas van der Dussen;Abraham Haverkamp;Joan Bols ten Oever;Jan Frederik Parvé;;;;;;;;;;;;;;;;;;;Nicolaas van der Dussen, Abraham Haverkamp, Joan Bols ten Oever, Jan Frederik Parvé
3140;KB;1744.0;Anthony Pieter van Dishoeck;Cornelia Adriana Ockersse;Anthony Pieter van Dishoeck & Cornelia Adriana Ockersse;;;;Augustus van der Sloot;;;;;;;;;;;;;;;;;;;;;;Augustus van der Sloot
3141;KB;1744.0;Willem Lodewyk Pielat;Catharina Maria Francken;Willem Lodewyk Pielat & Catharina Maria Francken;;;Leiden;Frederik Wilhelm Westhovius;;;;;;;;;;;;;;;;;;;;;;Frederik Wilhelm Westhovius
3142;KB;1744.0;Fredrik Sibinga;Harmanna Maria Wildervanck;Fredrik Sibinga & Harmanna Maria Wildervanck;;;Amsterdam;Magdalena Reen geb. Pollius;Johannes Adriani Mensinga;;;;;;;;;;;;;;;;;;;;;Magdalena Reen geb. Pollius, Johannes Adriani Mensinga
3143;KB;1744.0;Pieter Muntinghe;Gezyne Geertruide Kiers;Pieter Muntinghe & Gezyne Geertruide Kiers;;;Den Haag;Lucas Trip;Quint Pabus;Gerhard Alting;Michiel van Bolhuis;Meinardus Hemsterhuis;Pieter Huisinga Bakker;Theodorus Brunsvelt van Hulten;;;;;;;;;;;;;;;;Lucas Trip, Quint Pabus, Gerhard Alting, Michiel van Bolhuis, Meinardus Hemsterhuis, Pieter Huisinga Bakker, Theodorus Brunsvelt van Hulten
3144;KB;1744.0;Willem van Heemskerck;Haduina Antonia Backer;Willem van Heemskerck & Haduina Antonia Backer;;;Delft;Antoni van Heemskerck;;;;;;;;;;;;;;;;;;;;;;Antoni van Heemskerck
3145;KB;1744.0;Jacob van Stamhorst;Belia van den Heuvel;Jacob van Stamhorst & Belia van den Heuvel;;;Amsterdam;Bernardus de Bosch;Pieter van Weyler;A. Bakhuizen;;;;;;;;;;;;;;;;;;;;Bernardus de Bosch, Pieter van Weyler, A. Bakhuizen
3146;KB;1744.0;Petrus Wilhelmus Vromans;Sara Du Toict;Petrus Wilhelmus Vromans & Sara Du Toict;;;;Pieter Caauw;;;;;;;;;;;;;;;;;;;;;;Pieter Caauw
3147;KB;1744.0;Unico Evert Alberda;Theodora Elizabeth Sighers ther Borch;Unico Evert Alberda & Theodora Elizabeth Sighers ther Borch;;;Amsterdam;Lucas Trip;;;;;;;;;;;;;;;;;;;;;;Lucas Trip
427;KB;1745.0;Anthony Hartsen;Louisa Hooft;Anthony Hartsen & Louisa Hooft;Abraham de Haen (1707-1748);;Amsterdam;Johannes van den Bergh;Govert Klinkhamer;Gerrit Blaaupot;Lucas Pater;Dirk Willink;Willem Philipsz Kops;S.A.;Dirk van Beek;Y.B.A.;Pieter Slooff;Dirk Tickel;;;;;;;;;;;;Johannes van den Bergh, Govert Klinkhamer, Gerrit Blaaupot, Lucas Pater, Dirk Willink, Willem Philipsz Kops, S.A., Dirk van Beek, Y.B.A., Pieter Slooff, Dirk Tickel
484;KB;1745.0;Roeloff Woudman;Anna Catharina Heggers;Roeloff Woudman & Anna Catharina Heggers;Nicolaas Byl;Amsterdam;Amsterdam;Mattheus Christiaansz Heggers;M. van Zuylen;Mattheus Swaving;Christianus Swaving;Cornelis Domburg;Sara Maria van der Wilp;Joannes Maiden;F.J. Veltkamp;François Lentfrinck;Lucas Pater;;;;;;;;;;;;;Mattheus Christiaansz Heggers, M. van Zuylen, Mattheus Swaving, Christianus Swaving, Cornelis Domburg, Sara Maria van der Wilp, Joannes Maiden, F.J. Veltkamp, François Lentfrinck, Lucas Pater
531;KB;1745.0;Johan van Alphen (1710-1750);Wilhelmina Lucia van Alphen;Johan van Alphen (1710-1750) & Wilhelmina Lucia van Alphen;Johannes de Cros;s-Gravenhage;Middelburg;;;;;;;;;;;;;;;;;;;;;;;
561;KB;1745.0;Abraham van den Bosch;Sara Willink;Abraham van den Bosch & Sara Willink;Jacob ter Beek;Amsterdam;Amsterdam;C.A. van den Bosch;Cornelis Isaaksz van den Bogaerd;Dirk Willink;Dirk van Beek;J. van den Bosch;;;;;;;;;;;;;;;;;;C.A. van den Bosch, Cornelis Isaaksz van den Bogaerd, Dirk Willink, Dirk van Beek, J. van den Bosch
668;KB;1745.0;Hendrik van der Hooght;Anna Maria de Melander;Hendrik van der Hooght & Anna Maria de Melander;De Broen;Amsterdam;Utrecht;Gerred de Broen;J. de Melander;Isaac de Melander;J. van der Hooght;Hendrik jr Graauwhart;J.B.;;;;;;;;;;;;;;;;;Gerred de Broen, J. de Melander, Isaac de Melander, J. van der Hooght, Hendrik jr Graauwhart, J.B.
674;KB;1745.0;Gerard Hugaert;Femina Heems;Gerard Hugaert & Femina Heems;Jan Bosch;Haarlem;Dordrecht;Femina Heems;Abraham Heems;Jacob Hoofman;Adriaan Spinniker;Pieter Langendyk;Willem Philipsz Kops;Jan Olthoff;Jan Bosch;;;;;;;;;;;;;;;Femina Heems, Abraham Heems, Jacob Hoofman, Adriaan Spinniker, Pieter Langendyk, Willem Philipsz Kops, Jan Olthoff, Jan Bosch
820;KB;1745.0;Dirk Toll;Maria Hubert;Dirk Toll & Maria Hubert;Hendrik Boussiere;Amsterdam;Amsterdam;Petrus Hubert;Nicolaas Paradys;Jacobus van der Strengh;Dirk Willink;;;;;;;;;;;;;;;;;;;Petrus Hubert, Nicolaas Paradys, Jacobus van der Strengh, Dirk Willink
900;KB;1745.0;Hilbrand Verlaan;Lysje Schoon;Hilbrand Verlaan & Lysje Schoon;Van Egmont;Amsterdam;Rotterdam;Cornelis Schoon;;;;;;;;;;;;;;;;;;;;;;Cornelis Schoon
1117;KB;1745.0;Jan de Soete;Judith van der Steen;Jan de Soete & Judith van der Steen;Johannes Heyligert;Leiden;;J. van Kooywyk (Jr);N. Brouwer;H. van Barn-in't-Loo;Abraham Wynbeek;J.N. van der Steen;N.B.;;;;;;;;;;;;;;;;;J. van Kooywyk (Jr), N. Brouwer, H. van Barn-in't-Loo, Abraham Wynbeek, J.N. van der Steen, N.B.
2022;KB;1745.0;Johannes Georgius Welman;Willemina Paulina Guillermet;Johannes Georgius Welman & Willemina Paulina Guillermet;Joris van der Woude;Amsterdam;Haarlem;Johanna Cornelia van Overveld;Jacobus van der Strengh;Henrick Raket;Hendrik Kroon;Jan Vos (18e eeuw);L.V.S.;Joannes Barnard Raems;Hs Baalman;Joris van der Woude;;;;;;;;;;;;;;Johanna Cornelia van Overveld, Jacobus van der Strengh, Henrick Raket, Hendrik Kroon, Jan Vos (18e eeuw), L.V.S., Joannes Barnard Raems, Hs Baalman, Joris van der Woude
2239;KB;1745.0;Abraham Asschenbergh;Maaske Lam;Abraham Asschenbergh & Maaske Lam;;;Dordrecht;Harmanus Asschenbergh;Aart Asschenbergh;Nicolaas de Veer;;;;;;;;;;;;;;;;;;;;Harmanus Asschenbergh, Aart Asschenbergh, Nicolaas de Veer
2240;KB;1745.0;Barend Leuring;Geertruy Linkenburg;Barend Leuring & Geertruy Linkenburg;;;;;;;;;;;;;;;;;;;;;;;;;;
3148;KB;1745.0;Nicolaas Vegt;Suzanna van Acker;Nicolaas Vegt & Suzanna van Acker;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
3149;KB;1745.0;Hubertus Immerseel;Agneta van Teylingen;Hubertus Immerseel & Agneta van Teylingen;;;Amsterdam;Carel Johan Houttuyn;;;;;;;;;;;;;;;;;;;;;;Carel Johan Houttuyn
3150;KB;1745.0;Gerard Hugaert;Femina Heems;Gerard Hugaert & Femina Heems;;;Amsterdam;Abraham de Haen;D. Ree;;;;;;;;;;;;;;;;;;;;;Abraham de Haen, D. Ree
3151;KB;1745.0;Arend de Graaf;Alida Cloppenburg;Arend de Graaf & Alida Cloppenburg;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
3152;KB;1745.0;Wilhelmus van den Broek;Maria van Lelyveld;Wilhelmus van den Broek & Maria van Lelyveld;;;Haarlem;Paulus van Lelyveld;Pieter van den Broek;Joannes van den Broek;Jacobus de Boer;J.V.S.;Isaac van der Strengh;A. Bakhuizen;;;;;;;;;;;;;;;;Paulus van Lelyveld, Pieter van den Broek, Joannes van den Broek, Jacobus de Boer, J.V.S., Isaac van der Strengh, A. Bakhuizen
3153;KB;1745.0;Hendrik Bicker (1722-1783);Clara Magdalena Dedel;Hendrik Bicker (1722-1783) & Clara Magdalena Dedel;;;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;
3154;KB;1745.0;Jacob van Balen;Clasina Jacoba Scholten;Jacob van Balen & Clasina Jacoba Scholten;;;;Gysbert Scholten;Henrick Raket;Pieter Oursiere;Pieter Hoogenhuysen;;;;;;;;;;;;;;;;;;;Gysbert Scholten, Henrick Raket, Pieter Oursiere, Pieter Hoogenhuysen
3155;KB;1745.0;Jan van Provisy;Anna Maria van Roma;Jan van Provisy & Anna Maria van Roma;;;;Joannes van Schelle;;;;;;;;;;;;;;;;;;;;;;Joannes van Schelle
3156;KB;1745.0;Jan Apostool;Cornelia de Witte;Jan Apostool & Cornelia de Witte;;;Middelburg;Dirk Willink;Abraham de Haen;Pieter Oursiere;;;;;;;;;;;;;;;;;;;;Dirk Willink, Abraham de Haen, Pieter Oursiere
3157;KB;1745.0;Johannes Nieuwenhoff;Cecilia van Geest;Johannes Nieuwenhoff & Cecilia van Geest;;;Deventer;Balthazar Lobé;;;;;;;;;;;;;;;;;;;;;;Balthazar Lobé
3158;KB;1745.0;Johan Gualtherus van der Poort;Johanna Susanna van der Mandere;Johan Gualtherus van der Poort & Johanna Susanna van der Mandere;;;Leiden;Jan Guepin;;;;;;;;;;;;;;;;;;;;;;Jan Guepin
3159;KB;1745.0;Adriaen Leonard van Heteren;Woutryna Brigitta Lormier;Adriaen Leonard van Heteren & Woutryna Brigitta Lormier;;;Amsterdam;Johannes ter Hofstede;;;;;;;;;;;;;;;;;;;;;;Johannes ter Hofstede
3160;KB;1745.0;Willem Witgraft;Johanna Okkerman;Willem Witgraft & Johanna Okkerman;;;Alkmaar;Hendrik de Witte Tierings;Benjamin Taats;;;;;;;;;;;;;;;;;;;;;Hendrik de Witte Tierings, Benjamin Taats
3161;KB;1745.0;Jan van Cleeff;Adriana Charlotta van Bronkhorst;Jan van Cleeff & Adriana Charlotta van Bronkhorst;;;Katwijk;;;;;;;;;;;;;;;;;;;;;;;
3162;KB;1745.0;Antonius de Wigman;Sara Johanna de Mauregnault;Antonius de Wigman & Sara Johanna de Mauregnault;;;Amsterdam;Hendrik van Santen;;;;;;;;;;;;;;;;;;;;;;Hendrik van Santen
3163;KB;1745.0;Christiaan Albregt Fröichen;Magdalena Maria Noppen;Christiaan Albregt Fröichen & Magdalena Maria Noppen;;;;G. Noppen;Christiaan Murk;Anna Maria Fröichen geb. Heerup;Abraham Duysterloo;;;;;;;;;;;;;;;;;;;G. Noppen, Christiaan Murk, Anna Maria Fröichen geb. Heerup, Abraham Duysterloo
3399;STCN;1745.0;Antoni Hartsen;Louisa Hooft;Antoni Hartsen & Louisa Hooft;;;;;;;;;;;;;;;;;;;;;;;;;;
3645;STCN;1745.0;Willem Philip Kops;Johanna de Vos;Willem Philip Kops & Johanna de Vos;Jan Bosch;Haarlem;;Pieter Langendijk;Willem Kops Philipsz;Musophilus;Egbert Kleyn;Marten Schagen;Dirk Smits;Dirk Willink;Jan Olthoff;Jacobus van der Strengh;Anthony Hartsen;Jan Bosch;;;;;;;;;;;;Pieter Langendijk, Willem Kops Philipsz, Musophilus, Egbert Kleyn, Marten Schagen, Dirk Smits, Dirk Willink, Jan Olthoff, Jacobus van der Strengh, Anthony Hartsen, Jan Bosch
3853;STCN;1745.0;Andries Paauw;Johanna Elizabeth van Verband;Andries Paauw & Johanna Elizabeth van Verband;Zacharias Romberg;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
14;KB;1746.0;Daniël Adrianus Beukelaar;Anna Maria Kerkhoven;Daniël Adrianus Beukelaar & Anna Maria Kerkhoven;Theodorus Crajenschot;Amsterdam;Rotterdam;Jan Willem Kerkhoven;Rudolph Marcus;Abraham de Haen (1707-1748);Egbert Kleyn;Jan de Vries;H.G. (Jr);E.J. van Arrewyne;Joannes Bollard;;;;;;;;;;;;;;;Jan Willem Kerkhoven, Rudolph Marcus, Abraham de Haen (1707-1748), Egbert Kleyn, Jan de Vries, H.G. (Jr), E.J. van Arrewyne, Joannes Bollard
179;KB;1746.0;Petrus Burman;Anna Knuyse;Petrus Burman & Anna Knuyse;;;Amsterdam;Otto Arntzenius;Bartholomaeus Sieben;Jan Pieter Theodoor Huydecoper;Ernst Willem Higt;Jan Willem Kerkhoven;;;;;;;;;;;;;;;;;;Otto Arntzenius, Bartholomaeus Sieben, Jan Pieter Theodoor Huydecoper, Ernst Willem Higt, Jan Willem Kerkhoven
237;KB;1746.0;Jan Frederik Parvé;Maria Adriana van den Broeck;Jan Frederik Parvé & Maria Adriana van den Broeck;Enschede;Haarlem;Aarlanderveen;Jan Pieter Theodoor Huydecoper;Lucretia Wilhelmina van Merken;;;;;;;;;;;;;;;;;;;;;Jan Pieter Theodoor Huydecoper, Lucretia Wilhelmina van Merken
284;KB;1746.0;Ludolf Simon de With;Maria de Wit;Ludolf Simon de With & Maria de Wit;Arend van Huyssteen;Amsterdam;Amsterdam;E.D.;;;;;;;;;;;;;;;;;;;;;;E.D.
323;KB;1746.0;Jan Frederik Parvé;Maria Adriana van den Broeck;Jan Frederik Parvé & Maria Adriana van den Broeck;Enschede;Haarlem;Amsterdam;Hermannus Joannes Egberts;Daniel van Sloterdyck;Jacob Spex;;;;;;;;;;;;;;;;;;;;Hermannus Joannes Egberts, Daniel van Sloterdyck, Jacob Spex
324;KB;1746.0;Jan Frederik Parvé;Maria Adriana van den Broeck;Jan Frederik Parvé & Maria Adriana van den Broeck;Enschede;Haarlem;Amsterdam;Franc van der Burch;Nicolaas van der Dussen;Joan Bols ten Oever;Abraham Haverkamp;Wilhelm Musketier;Frederik Jan Parvé;;;;;;;;;;;;;;;;;Franc van der Burch, Nicolaas van der Dussen, Joan Bols ten Oever, Abraham Haverkamp, Wilhelm Musketier, Frederik Jan Parvé
407;KB;1746.0;Gerard Schepers;Jakoba Prins;Gerard Schepers & Jakoba Prins;;;Utrecht;Kornelis Boon van Engelant;François Chamois;Nikolaes Versteeg;Ralph Schomberg;;;;;;;;;;;;;;;;;;;Kornelis Boon van Engelant, François Chamois, Nikolaes Versteeg, Ralph Schomberg
431;KB;1746.0;Jacob Jacobsz Ploos van Amstel;Sara Rothé;Jacob Jacobsz Ploos van Amstel & Sara Rothé;;;Amsterdam;J. Lohoff;Isaac Lohoff;Abraham Erbervelt;Cornelis Jacobsz Ploos van Amstel;Pieter Ploos van Amstel;Margaretha Jacoba Lohoff;Jacobus Lohoff;C.H. de Witt;Hermanus van den Burg;Jan Volkmar;Harmanus Volkmar;Lucas Pater;Anna Elizabeth Lohoff;Boudewijn Jacob Lohoff;;;;;;;;;J. Lohoff, Isaac Lohoff, Abraham Erbervelt, Cornelis Jacobsz Ploos van Amstel, Pieter Ploos van Amstel, Margaretha Jacoba Lohoff, Jacobus Lohoff, C.H. de Witt, Hermanus van den Burg, Jan Volkmar, Harmanus Volkmar, Lucas Pater, Anna Elizabeth Lohoff, Boudewijn Jacob Lohoff
478;KB;1746.0;Johannes Steversloot;Lydia van Baelen;Johannes Steversloot & Lydia van Baelen;;;Middelburg;Johannes ter Hofstede;;;;;;;;;;;;;;;;;;;;;;Johannes ter Hofstede
513;KB;1746.0;Jan Moilives van der Noot;Elisabeth Denys;Jan Moilives van der Noot & Elisabeth Denys;Hendrik Smets;Amsterdam;;Magdalena Barbara Wellekens;Gerard Bullens Voogt;Willem Blaauw;Eduard van Nikkelen;D.D.;;;;;;;;;;;;;;;;;;Magdalena Barbara Wellekens, Gerard Bullens Voogt, Willem Blaauw, Eduard van Nikkelen, D.D.
873;KB;1746.0;Johan Wybo;Catharina La Croix;Johan Wybo & Catharina La Croix;Petrus Dathenus;Middelburg;Amsterdam;Jan Wybo;Petrus Dathenus;Bartholomeus Wybo;Andries van der Poest;Cornelis van der Poest;Pieter Sebrechts;Samuel Cornelisz Morjou;Daniel Trezel;Martinus van Sevenhoven;;;;;;;;;;;;;;Jan Wybo, Petrus Dathenus, Bartholomeus Wybo, Andries van der Poest, Cornelis van der Poest, Pieter Sebrechts, Samuel Cornelisz Morjou, Daniel Trezel, Martinus van Sevenhoven
903;KB;1746.0;Herman Wolthers;Louisa Christina Conring;Herman Wolthers & Louisa Christina Conring;Gesina Elama;Groningen;;Theodorus Brunsvelt van Hulten;Friedrich Adam Widder;Josua van Iperen;Gerard Nicolaas Heerkens;Benjamin Taats;Arnold Kulenkamp;Thomas van Limburg;Michiel Beckeringh;Johannes Fockens;Petrus Lollema;Willem Arnold Alting;E.E.N.C.;;;;;;;;;;;Theodorus Brunsvelt van Hulten, Friedrich Adam Widder, Josua van Iperen, Gerard Nicolaas Heerkens, Benjamin Taats, Arnold Kulenkamp, Thomas van Limburg, Michiel Beckeringh, Johannes Fockens, Petrus Lollema, Willem Arnold Alting, E.E.N.C.
1037;KB;1746.0;Arend Ferdinand Lambrechts;Barbara Anna van der Meer;Arend Ferdinand Lambrechts & Barbara Anna van der Meer;Jan Willem de Groot;Leiden;Amsterdam;Ernst Willem Higt;;;;;;;;;;;;;;;;;;;;;;Ernst Willem Higt
1137;KB;1746.0;Johannes Wolffers;Fransina Makreel;Johannes Wolffers & Fransina Makreel;Ten Houten;Amsterdam;;Jan ten Houten;Abraham Oosterland;Geertruyda Oosterland;;;;;;;;;;;;;;;;;;;;Jan ten Houten, Abraham Oosterland, Geertruyda Oosterland
1312;KB;1746.0;Jacobus van de Poll;Cornelia Jacoba Wolters;Jacobus van de Poll & Cornelia Jacoba Wolters;Hendrik de Leth;Amsterdam;Amsterdam;Pieter Straat;;;;;;;;;;;;;;;;;;;;;;Pieter Straat
1356;KB;1746.0;Johannes Schrader;Alida Beata Schrader;Johannes Schrader & Alida Beata Schrader;Johannes Luzac;s-Gravenhage;Haarlem;Ernst Willem Higt;;;;;;;;;;;;;;;;;;;;;;Ernst Willem Higt
1416;KB;1746.0;Willem Hendrik Dierquens;Jacoba Amarantha de Salis;Willem Hendrik Dierquens & Jacoba Amarantha de Salis;;;;J. de Roos;;;;;;;;;;;;;;;;;;;;;;J. de Roos
1772;KB;1746.0;Willem Slotboom;Johanna Verhoeve;Willem Slotboom & Johanna Verhoeve;Hendrik Sligtenhorst;Amsterdam;Haarlem;Hendrik Sligtenhorst;Abraham Rutgers;Pieter Verhoeve;Johannes Rutgers;;;;;;;;;;;;;;;;;;;Hendrik Sligtenhorst, Abraham Rutgers, Pieter Verhoeve, Johannes Rutgers
1962;KB;1746.0;Johannes Nutges;Ida Maria van Hoogstraten;Johannes Nutges & Ida Maria van Hoogstraten;Antoni Waldorp;Amsterdam;Haarlem;Frans van Steenwyk;;;;;;;;;;;;;;;;;;;;;;Frans van Steenwyk
1963;KB;1746.0;Cornelis Rol;Johanna Roemer;Cornelis Rol & Johanna Roemer;Antoni Waldorp;Amsterdam;Amsterdam;Jacob Roemer;Debora Benaarde;Pieter Walthuysen;Josina Elisabeth van Kessel;M.V.L.;Pieter Roemer;Eduard van Harlingen;Wilhelmus Kantelaar;R.A. Hoyman;;;;;;;;;;;;;;Jacob Roemer, Debora Benaarde, Pieter Walthuysen, Josina Elisabeth van Kessel, M.V.L., Pieter Roemer, Eduard van Harlingen, Wilhelmus Kantelaar, R.A. Hoyman
2023;KB;1746.0;Hendrik Willem Cramer;Catharina Luykink;Hendrik Willem Cramer & Catharina Luykink;Joris van der Woude;Amsterdam;Amsterdam;Petrus Fredriksz Cramer;Jan Koekebakker;Adriaan Koekebakker;A. Cramer;Daniël de Burlett;J.O.;R. Blok;E.M.D.B.;Elisabeth Koekebakker;Hendrik Das;Joris van der Woude;;;;;;;;;;;;Petrus Fredriksz Cramer, Jan Koekebakker, Adriaan Koekebakker, A. Cramer, Daniël de Burlett, J.O., R. Blok, E.M.D.B., Elisabeth Koekebakker, Hendrik Das, Joris van der Woude
2241;KB;1746.0;Samuel I Luchtmans;Cornelia van Musschenbroek;Samuel I Luchtmans & Cornelia van Musschenbroek;;;;Samuel II Luchtmans;Johannes Luchtmans;Johanna Katharina Luchtmans;Pieter Luchtmans;Kornelia Luchtmans;Hendrik Snakenburg;;;;;;;;;;;;;;;;;Samuel II Luchtmans, Johannes Luchtmans, Johanna Katharina Luchtmans, Pieter Luchtmans, Kornelia Luchtmans, Hendrik Snakenburg
2242;KB;1746.0;Christianus Tistein;Hillegonda de Wys;Christianus Tistein & Hillegonda de Wys;;;Amsterdam;Jacob Harttung;Jacob Lutkeman;;;;;;;;;;;;;;;;;;;;;Jacob Harttung, Jacob Lutkeman
3164;KB;1746.0;Herman Wolthers;Louisa Christina Conring;Herman Wolthers & Louisa Christina Conring;;;Haarlem;Theophilus Hogersius;Lucas Trip;;;;;;;;;;;;;;;;;;;;;Theophilus Hogersius, Lucas Trip
3165;KB;1746.0;Johannes Paspoort;Anna van Lom;Johannes Paspoort & Anna van Lom;;;;Arnold Hoogvliet;;;;;;;;;;;;;;;;;;;;;;Arnold Hoogvliet
3166;KB;1746.0;Justus Balen;Anthonia van der Kool;Justus Balen & Anthonia van der Kool;;;Breda;Lucas Frederik Schorer;Kornelis van der Sleyden;;;;;;;;;;;;;;;;;;;;;Lucas Frederik Schorer, Kornelis van der Sleyden
3167;KB;1746.0;Laurens Laasbye;Cornelia Hoebe;Laurens Laasbye & Cornelia Hoebe;;;Amsterdam;Johannes Hoebe;Jan Laasbye;P. Hoebe;Oloff I.W. Jolles;J.E. Laasbye;Abraham de Haen (1707-1748);D.D.Jz Geniets;;;;;;;;;;;;;;;;Johannes Hoebe, Jan Laasbye, P. Hoebe, Oloff I.W. Jolles, J.E. Laasbye, Abraham de Haen (1707-1748), D.D.Jz Geniets
3168;KB;1746.0;Balthasar Eberhard Withof;Agatha Margareta de Berendrecht;Balthasar Eberhard Withof & Agatha Margareta de Berendrecht;;;Amsterdam;Joannes Hildebrand Withof;Joannes Philippus Laurentius Withof;;;;;;;;;;;;;;;;;;;;;Joannes Hildebrand Withof, Joannes Philippus Laurentius Withof
3169;KB;1746.0;Willem Schuyt;Elizabeth de Bosch;Willem Schuyt & Elizabeth de Bosch;;;Amsterdam;Bernardus de Bosch;Dirk Willink;Jan Willem Kerkhoven;;;;;;;;;;;;;;;;;;;;Bernardus de Bosch, Dirk Willink, Jan Willem Kerkhoven
3170;KB;1746.0;Willem Willemsz van Citters;Gerardina Petronella Broenken;Willem Willemsz van Citters & Gerardina Petronella Broenken;;;Amsterdam;Adriaan Heckenhoek;;;;;;;;;;;;;;;;;;;;;;Adriaan Heckenhoek
3171;KB;1746.0;Willem Willemsz van Citters;Gerardina Petronella Broenken;Willem Willemsz van Citters & Gerardina Petronella Broenken;;;Den Haag;David Fiers Kappeine;;;;;;;;;;;;;;;;;;;;;;David Fiers Kappeine
3172;KB;1746.0;Willem Willemsz van Citters;Gerardina Petronella Broenken;Willem Willemsz van Citters & Gerardina Petronella Broenken;;;Amsterdam;Joannes de Mol;;;;;;;;;;;;;;;;;;;;;;Joannes de Mol
3173;KB;1746.0;Dirk onder de Linden;Johanna Spanseerder;Dirk onder de Linden & Johanna Spanseerder;;;Amsterdam;Adriaan Wor;M. onder de Linden;Johanna Erkelens geb. van Overvelt;M. van Camp;Jacobus Bremer;Jan (Jr) Erkelens;Willem onder de Linden;;;;;;;;;;;;;;;;Adriaan Wor, M. onder de Linden, Johanna Erkelens geb. van Overvelt, M. van Camp, Jacobus Bremer, Jan (Jr) Erkelens, Willem onder de Linden
3174;KB;1746.0;Jacob Roest;Elizabeth Oem van Moesenbrouck;Jacob Roest & Elizabeth Oem van Moesenbrouck;;;Haarlem;Johan van Eysden;;;;;;;;;;;;;;;;;;;;;;Johan van Eysden
