id;label;function;year;place
582;Hendrik van Halmael;Auteur;;
583;Cornelis van Bynkershoek & Gerardina Cloot;Bruidspaar;1728;
584;Carolus van Heusden;Auteur;;
585;Johannes Hop & Cornelia Maria van Stryen;Bruidspaar;1742;
586;Elisabeth Paauw;Drukker;;
587;Otto Arntzenius;Auteur;;
588;Adriaan Prins & Elizabeth Schepers;Bruidspaar;1720;
589;Michel Böhm;Drukker;;Rotterdam
590;Pieter van der Schelling;Auteur;;
591;Andreas Cunaeus & Agneta Jacoba van den Bergh;Bruidspaar;1735;
592;Johan van den Bergh (1664-1755);Drukker;;Dordrecht
593;David van Royen;Auteur;;
594;Dirk de Back & Jakoba van Kouwenhoven;Bruidspaar;1715;
595;Nicolaas Bos;Drukker;;Rotterdam
596;J. de Back;Auteur;;
597;David Barnaerts & Anna Keteling;Bruidspaar;1683;
598;Jacob van Beek & Gouda van Gent;Bruidspaar;1695;
599;Pieter van Beek & Katarina Aldeweerelt;Bruidspaar;1691;
600;Pieter van Beek & Klemencia Vollenhove;Bruidspaar;1693;
601;Pieter Beets & Maria Roosekrans;Bruidspaar;1688;
602;A. Henstenburg;Auteur;;
603;Vredenryk Beets & Sara Vorsterman;Bruidspaar;1690;
604;Izaak van Beuningen & Maria Ehmens;Bruidspaar;1693;
605;Abraham Blaaupot & Elisabeth Bruin;Bruidspaar;1694;
606;Theodorus van Born & Maria van der Schuuren;Bruidspaar;1690;
607;Jan Jacobsz Bouman & Aeltie Broers;Bruidspaar;1640;
608;Joost Broersz;Drukker;;Amsterdam
609;Petrus (1713-1778) Burman & Anna Knuyse;Bruidspaar;1746;
610;Bartholomaeus Sieben;Auteur;;
611;Jan Pieter Theodoor Huydecoper;Auteur;;
612;Ernst Willem Higt;Auteur;;
613;Sieuwert Centen & Johanna Bruyn;Bruidspaar;1695;
614;Izaak Daams & Alida Roermond;Bruidspaar;1693;
615;Anthony I.U. Jansen;Auteur;;
616;Andries van Dale & Maria Dop;Bruidspaar;1691;
617;Hieronymus Simonsz van Alphen & Martina Biler;Bruidspaar;1698;
618;J. Costius;Auteur;;
619;Jan Dop & Maria Bording;Bruidspaar;1693;
620;Johannes d' Outrein;Auteur;;
621;Johan baron van Arnhem;Auteur;;
622;Hieronymus Simonsz van Alphen;Auteur;;
623;Engelbert Engelen & Sophia Engelen;Bruidspaar;1675;
624;Jacob van Biesen;Drukker;;Amsterdam
625;Theodorus Brandolphus;Auteur;;
626;Franciscus Fabricius & Anna van Teylingen;Bruidspaar;1690;
627;G.B.;Auteur;;
628;Joan Flodorp & Catharina Willems Jeeuwels;Bruidspaar;1670;
629;Cornelis Croock;Drukker;;Amsterdam
630;Jan Cos;Auteur;;
631;Willem Fremery & Margarieta Kroon;Bruidspaar;1696;
632;Servaas Havart & Bartranda Cornelia Bichon;Bruidspaar;1710;
633;Reinier van Doesburg;Drukker;;Amsterdam
634;Jan Haring & Anna van der Schuuren;Bruidspaar;1684;
635;Nicolaus Haring & Susanna Marcus;Bruidspaar;1663;
636;Gerbrant Hartzen & Ida Blok;Bruidspaar;1682;
637;Izaak van Hoven & Anna van der Vecht;Bruidspaar;1696;
638;Philip van Kemmena & Katarina Elizabet van Thoor;Bruidspaar;1692;
639;Jan van Koppenol & Cornelia Aartsen;Bruidspaar;1691;
640;Geerling Kops & Sara Teyler;Bruidspaar;1693;
641;Jakobus Kops & Elizabeth Barnaart;Bruidspaar;1687;
642;Nikolaes Kops & Sara van Kazele;Bruidspaar;1683;
643;Jan Copyn & Katarina Antwerpen;Bruidspaar;1683;
644;Niklaes Kopyn & Maria Verschuure;Bruidspaar;1683;
645;Arnout II Leers & Katharyne Soetens;Bruidspaar;1673;
646;Levijn van I Dijck;Drukker;;
647;M.S.;Auteur;;
648;Dirk van Lennep & Susanna Leeuw;Bruidspaar;1692;
649;Stefanus van Leuvenig & Anna Kuiken;Bruidspaar;1695;
650;Jan Jansen Louwe & Anna Roos;Bruidspaar;1688;
651;Johan van Mierop & Margareta Deynoot;Bruidspaar;1725;
652;Philippus Losel;Drukker;;Amsterdam
653;Geeraert Karels Morel & Margarita Abrahams Melane;Bruidspaar;1643;
654;Broer Jansz;Drukker;;Den Haag
655;G.D.C.;Auteur;;
656;Machiel Moris & Sara de La Tombe;Bruidspaar;1642;
657;Nicolaes van Ravesteyn;Drukker;;Enkhuizen
658;Jan de Neufville & Joanna van Beeck;Bruidspaar;1690;
659;Pieter de Niellius & Maria Cornelissen;Bruidspaar;1642;
660;Joost Hartgersz;Drukker;;Amsterdam
661;A. de Brull;Auteur;;
662;Jan Nieuwenhove & Eva Blok;Bruidspaar;1679;
663;Jakob Noë & Elizabet Verbrugge;Bruidspaar;1682;
664;Justus de Haan & Johanna Linnich van Koppenol;Bruidspaar;1696;
665;François van Halmael & Barbara van Wylik;Bruidspaar;1695;
666;Pieter van Halmael Adams & Suzanna Betrang;Bruidspaar;1689;
667;David Roeters & Anna van der Meersch;Bruidspaar;1685;
668;Gerard Rogge & Geertruit Konink;Bruidspaar;1679;
669;Jakob van Rykevorsel & Lidia Sleght;Bruidspaar;1716;
670;Joan de Haes;Auteur;;
671;Hendrik Oosterling & Kornelia de Veer;Bruidspaar;1691;
672;Christian Scholten van Aschat & Johanna Catharina van Wesele;Bruidspaar;1750;
673;Jan Daniel Beman;Drukker;;
674;Johannes Verhaag;Auteur;;
675;Joan van der Smisse & Katharina Barnaart;Bruidspaar;1682;
676;Johannes van Steelant & Johanna Geertruyda Gerlag;Bruidspaar;1728;
677;Cornelius s-Gravesande;Auteur;;
678;Petrus de Sterke & Eva van Meerten;Bruidspaar;1724;
679;Arnold Nachtegael Klemens;Auteur;;
680;Abraham Elzevier;Auteur;;
681;Jacob Teyler & Magdalena de Haan;Bruidspaar;1689;
682;Joan Jakobsz Teyler & Maria van Gelein;Bruidspaar;1695;
683;Herman Vingerhoedt (1697-1762) & Maria 's-Graefweg;Bruidspaar;1729;
684;Cornelis Nieuwaart;Auteur;;
685;Willem van der Pot;Auteur;;
686;Dirk Smits;Auteur;;
687;Jan van Voorst & Willemina Aletta Kien;Bruidspaar;1757;
688;Kroon;Drukker;;
689;Nicolaas Kien;Auteur;;
690;Abraham de Bucquoy;Auteur;;
691;Jan Adriaan van Wachendorff;Auteur;;
692;Willem Kroon;Auteur;;
693;Kornelis van Walre & Elizabet Roeters;Bruidspaar;1692;
694;Laurens Willing & Anna Fries;Bruidspaar;1692;
695;Dirk Willink & Christina Kramer;Bruidspaar;1693;
696;Joan van Woensel & Margareta Noortdyk;Bruidspaar;1694;
697;Salomon van Wylik & Christina Roeters;Bruidspaar;1695;
698;Huibert van Wyn & Susanna Margareta Molenaar;Bruidspaar;1756;
699;Hendrik van Wyn;Auteur;;
700;Nicolaas Ypey & Elizabeth Helena Smit;Bruidspaar;1748;
701;Joannes Pierson;Auteur;;
702;Carolus Limberger;Auteur;;
703;Jan Althuysen;Auteur;;
704;Joannes Cuperus;Auteur;;
705;Pibo Smit;Auteur;;
706;Johannes Henricus Andreae;Auteur;;
707;Jakob Paradys & Maria van Os;Bruidspaar;1695;
708;Jan Frederik Parvé & Maria Adriana van den Broeck;Bruidspaar;1746;
709;Enschede;Drukker;;Aarlanderveen
710;Lucretia Wilhelmina van Merken;Auteur;;
711;Abraham Inses & Willemyna Stok;Bruidspaar;1693;
712;Kornelis Vinkestein & Maiken Hooft;Bruidspaar;1692;
713;Kornelis Jansz Benningbroek & Elisabet Moyses;Bruidspaar;1670;
714;D. Cos;Auteur;;
715;Anthonius Bevers & Maria Lieftinck;Bruidspaar;1653;
716;Johannes van Paddenburgh;Drukker;;Amsterdam
717;G. Vligerius;Auteur;;
718;Cornelis Cabeljau & Elisabeth Maertens;Bruidspaar;1644;
719;Van Dorp;Drukker;;Leiden
720;J.H.;Auteur;;
721;Warnaer Coesvelt & Anna Kinth;Bruidspaar;1643;
722;P.K.;Auteur;;
723;Leonardus Comenick & Catarina Bidloo;Bruidspaar;1668;
724;Simon Simonides;Auteur;;
725;Jan Crauwelaer & Maria Malevesey;Bruidspaar;1640;
726;Willem Christiaens van der Boxe;Drukker;;
727;P. Weytens;Auteur;;
728;Pieter de Groot (1615-1678) & Alida de Groot;Bruidspaar;1675;
729;Hugo de Groot;Auteur, Drukker;;Amsterdam
730;Geeraert Brandt;Auteur;;
731;Pieter Ardinoys & Maria Ouzeel;Bruidspaar;1639;
732;I.H.P.B.;Auteur;;
733;Wilhelm Luytsz van Kittensteyn & Maria Lambrechts Cocqus;Bruidspaar;1615;
734;Jan Andriesz;Drukker;;
735;Adriaen de Rijck & Maria Walckier;Bruidspaar;1642;
736;Jan Jansz van Dorp;Drukker;;Amsterdam
737;Wilhelmus Walckier;Auteur;;
738;P. van Maersche;Auteur;;
739;Petrus Roylandus & Margarita Dierten;Bruidspaar;1642;
740;Simon Cornelisz Brekegeest;Drukker;;Leiden
741;M.H.L.;Auteur;;
742;G.V.H.;Auteur;;
743;Pieter de Ruysscher & Sibilla Vorstius;Bruidspaar;1629;
744;Poppius & Stam;Drukker;;Rotterdam
745;V.G.;Auteur;;
746;Meinardus Ruysch & Barbara Hillegonda van der Stel;Bruidspaar;1751;
747;Pieter Schipper;Auteur;;
748;Claes van Toll & Jacomijntje de Vinder;Bruidspaar;1645;
749;Claes. van Toll;Auteur;;
750;Pieter Twent & Elisabeth Adriana van der Lely;Bruidspaar;1732;
751;Hippocrates;Auteur;;
752;Theodorus van den Eynden;Drukker;;Amsterdam
753;Abraham van Poot & Sara van Velthuysen;Bruidspaar;1718;
754;Hendrik van Poot;Auteur;;
755;Cornelis van der Sys & Maria de Vyver;Bruidspaar;1722;
756;Jan van der Sys;Auteur;;
757;Pr.Ae;Auteur;;
758;Gysbert Hermansz & Roelifgen Wegewaerts;Bruidspaar;1633;
759;Joannes Maire;Drukker;;Amsterdam
760;I.I.V.;Auteur;;
761;Symon Fritselaer & Anneken Goyers;Bruidspaar;1649;
762;Christiaen de Groot & Aletta Harthals;Bruidspaar;1744;
763;Anthoni de Groot;Drukker;;Haarlem
764;Christiaen de Groot;Auteur;;
765;Jan de (Antoonz) Groot;Auteur;;
766;Willem de (Antoonz) Groot;Auteur;;
767;Steven de (Antoonz) Groot;Auteur;;
768;Carel de Dieu & Anna Bregitta de La Croix;Bruidspaar;1731;
769;J.R. van Hoolwerff;Auteur;;
770;I. Lootens;Auteur;;
771;C.L.;Auteur;;
772;I.V.L.;Auteur;;
773;Hendrik Sanders & Catharina van Loo;Bruidspaar;1749;
774;L. van Loo;Auteur;;
775;C.V.T.;Auteur;;
776;J.W.V.T.;Auteur;;
777;B.C.;Auteur;;
778;Gerrit van Schermbeek & Sara Ryzing;Bruidspaar;1724;
779;B. van Schermbeek;Auteur;;
780;Menno Nieuwouts;Auteur;;
781;Jan baron van Borssele & Anna Margareta Elizabeth Coninck;Bruidspaar;1750;
782;Bakker;Drukker;;Amsterdam
783;Jacobus Willemsen;Auteur;;
784;Abraham Haverkamp;Auteur;;
785;Petronella Johanna de Timmerman;Auteur;;
786;Jan de Timmerman;Auteur;;
787;Benjamin Taats;Auteur;;
788;Abraham Pandelaart & Elisabeth Pots;Bruidspaar;1642;
789;Jan Veely;Drukker;;Amsterdam
790;Vincent Bardewits & Ariaantje van Blankenburg;Bruidspaar;1751;
791;Johannes Eestjen;Drukker;;Rotterdam
792;Kornelis Bardewits;Auteur;;
793;Jonas Witsen & Isabella Maria Hooft;Bruidspaar;1704;
794;Simon Schynvoet;Auteur;;
795;Dirk Beckeringh & Geertruide van Hulten;Bruidspaar;1741;
796;Gerhard Alting;Auteur;;
797;Lucas Trip;Auteur;;
798;Michiel van Bolhuis;Auteur;;
799;Willem Bellaard & Magtilda Vermaten;Bruidspaar;1727;
800;A.F. de Bruyn;Auteur;;
801;Everhard Storm;Auteur;;
802;Gerardus Knoll;Auteur;;
803;C.K.;Auteur;;
804;Jacob van Belle & Sara Jacoba van Hoorn;Bruidspaar;1717;
805;Simon I Clement;Drukker;;Amsterdam
806;Pieter de Bye;Auteur;;
807;Joan Suderman;Auteur;;
808;Pieter Boddaert;Auteur;;
809;Jan Volkerts Visscher & Hildegonda de Wilde;Bruidspaar;1710;
810;Pieter van den Berge;Auteur;;
811;Jacob Brandt & Maria Geertruid Beudeker;Bruidspaar;1727;
812;Jan Cloppenburg;Auteur;;
813;Willem Munter & Catharina Cornelia Backer;Bruidspaar;1739;
814;Arnoldus Olofsen;Auteur, Drukker;;Amsterdam
815;Jacob Alewyn (Jr) Ghysen & Perina Vorsterman;Bruidspaar;1719;
816;Tileman Tamé;Auteur;;
817;Isaac Thomasz Delcourt;Auteur;;
818;Matthaeus Brouërius van Nidek;Auteur;;
819;Frederik Alewyn & Eva Bicker;Bruidspaar;1640;
820;Caspar Barlaeus;Auteur;;
821;Pieter Bloemink & Adriana Winkelaar;Bruidspaar;1741;
822;Barent Bloemink;Drukker;;
823;Jan van Lankom & Christina Benthem;Bruidspaar;1714;
824;Abraham van Lankom;Auteur;;
825;David Franciscus Peill & Geertruid van Dyk;Bruidspaar;1750;
826;Johannes van Dyk;Auteur;;
827;Paulus Bogaert van Alblasserdam & Maria Wilhelmina Boey;Bruidspaar;1734;
828;P.V.D.S.;Auteur;;
829;Herman van Muyden & Alida Greven;Bruidspaar;1748;
830;Johannes Carolus Royaards;Drukker;;Amsterdam
831;Petrus Ens;Auteur;;
832;Alida Anna Ens;Auteur;;
833;Eva Ens;Auteur;;
834;François de Vroede & Klara Roeters;Bruidspaar;1676;
835;Adriaan Pars;Auteur;;
836;Johannes van der Marck;Auteur;;
837;Ludolf Simon de With & Maria de Wit;Bruidspaar;1746;
838;Arend van Huyssteen;Auteur, Drukker;;Amsterdam
839;E.D.;Auteur;;
840;Paulus Hoyer van Brakel & Anna Mulder;Bruidspaar;1738;
841;Willem Hoyer;Drukker;;Harderwijk
842;Gerrit Hoyer;Auteur;;
843;Cornelis Hoyer;Auteur;;
844;Franco Graswinckel & Elsjen Luyps;Bruidspaar;1642;
845;Rieuwert Dircksz van Baardt;Drukker;;Amsterdam
846;P. Herbers;Auteur;;
847;Pieter Cornelissen Groenvelt & Christina Jans;Bruidspaar;1639;
848;Claes Seep;Auteur;;
849;A.;Auteur;;
850;Hendricus Hellendoorn & Jacomyntje Bongers;Bruidspaar;1641;
851;Jacob Pietersz Wachter;Drukker;;Alphen
852;G.D.W.;Auteur;;
853;Burgert Schult & Catrina Fockenberch;Bruidspaar;1643;
854;Johannes Vogelaer & Elisabet Martens;Bruidspaar;1644;
855;Anthony Tielemans;Drukker;;Leiden
856;Zacharias Jakobus Streso & Suzanna Clignet;Bruidspaar;1727;
857;Adriaan Jacobsz van Ommering;Auteur;;
858;Joan Silvestersz van Tongeren & Wilhelmina Brigitta Roos;Bruidspaar;1722;
859;Jacob (Jr) Raket;Auteur;;
860;Cornelis Dorsman & Jannetje Hopman;Bruidspaar;1750;
861;Anthony Buiteweg;Auteur;;
862;Huybregt van Maaswinkel;Auteur;;
863;Meynert van Buren & Diewer Jacobs;Bruidspaar;1617;
864;Jacob Fabrice Burman & Anna van der Strengh;Bruidspaar;1740;
865;Jan Balde;Auteur;;
866;Louis Philippe Serrurier;Auteur;;
867;Dirk Willink;Auteur;;
868;Jan Luyken;Auteur;;
869;Lucas Pater;Auteur;;
870;Pieter van de Walle;Auteur;;
871;Lodewyk van Dam & Agatha de Bye;Bruidspaar;1711;
872;Silvester van Tongeren & Maria Cornelisz;Bruidspaar;1719;
873;Jacob Raket (Jr);Auteur;;
874;Cornelis Hop (1685-1762) & Rebekka Jacoba Valckenier;Bruidspaar;1735;
875;Willem Jan Reers;Drukker;;Amsterdam
876;Peter van Gunst;Auteur;;
877;Pieter Poeraet;Auteur;;
878;Johannes de Cerff & Elisabeth Swart;Bruidspaar;1684;
879;W.S.;Auteur;;
880;Jacob de Beyer & Elizabet Mondekens;Bruidspaar;1630;
881;David Jansz van Ilpendam;Drukker;;Amsterdam
882;S.V.D.I.C.;Auteur;;
883;Adriaen van Diephout & Anna Take;Bruidspaar;1674;
884;Geldorp;Drukker;;Amsterdam
885;Samuel Hespel & Clara van Belle;Bruidspaar;1637;
886;Pieter van I Waesberge;Drukker;;Veur
887;Pieter van Belle;Auteur;;
888;Pieter Claris & Maria de Planke;Bruidspaar;1757;
889;Joachim Oudaen;Auteur;;
890;Gerrit Albertus Podt & Alida Anna Ens;Bruidspaar;1751;
891;Dirk Rampen;Drukker;;Amsterdam
892;Adam Westerwolt & Anna van der Dussen;Bruidspaar;1623;
893;Pieter Muller;Drukker;;Amsterdam
894;Volckerus van Oosterwijck;Auteur;;
895;Nanning van Foreest & Jacoba de Vries;Bruidspaar;1728;
896;Johannes Erhard;Auteur;;
897;Roelof Westerop;Auteur;;
898;Ludovicus Ens;Auteur;;
899;Jacobus Doitsma;Auteur;;
900;Jan Bent;Auteur;;
901;Claas 't Lam;Auteur;;
902;C.R.;Auteur;;
903;Nicolaas Bavink & Elisabeth de Jong;Bruidspaar;1732;
904;Johannes Rotterdam;Auteur, Drukker;;Arnhem
905;Jan Cordelois & Anna Catharina van Velthuysen;Bruidspaar;1751;
906;Joannes Albertus Jacobi;Auteur;;
907;Frans de Haes;Auteur;;
908;Regnerus van Overschuur;Auteur;;
909;Jan Jansz Lagendaal;Auteur;;
910;Joan Beeldsnyder Steenbergen & Geertruid Sophia op ten Noordt;Bruidspaar;1709;
911;Pieter Plemper;Auteur;;
912;Koenraad Pestalozzy & Geertruyd van Os;Bruidspaar;1658;
913;Jacques Boursse;Drukker;;Rotterdam
914;Otho de Vooght;Auteur;;
915;Henrick Bruno;Auteur;;
916;Floris Lakeman;Auteur;;
917;Diderik Johan van Hogendorp & Sara Jacoba Clifford;Bruidspaar;1759;
918;Cornelia Petronella Slicher;Drukker;;
919;Philip Zweerts;Auteur;;
920;Arend Copyn & Anna Grave;Bruidspaar;1698;
921;Johannes Smets;Drukker;;Rotterdam
922;Arnout Kops & Johanna Nobeling;Bruidspaar;1698;
923;Adam van Rixtel & Johanna de Haan;Bruidspaar;1698;
924;Joannes Petrus Driessen & Anna Christina Alberthoma;Bruidspaar;1744;
925;Benedictus Greydanus;Drukker;;Amsterdam
926;Frederika Alida Tegneus;Auteur;;
927;Johannes Fockens;Auteur;;
928;Paulus van Driest & Johanna Kruiskerk;Bruidspaar;1755;
929;Ten Houten;Drukker;;Leiden
930;Christina van Driest;Auteur;;
931;Alida van Driest;Auteur;;
932;Maria Dorothea van Driest;Auteur;;
933;Johannes van Driest;Auteur;;
934;W. de Leeuw;Auteur;;
935;Petrus Leonardus Le Grand;Auteur;;
936;Martyn van Heukelom & Theodora Agatha van Panhuys;Bruidspaar;1732;
937;Johannes Elzevier & Eva van Alphen;Bruidspaar;1647;
938;Elzevier;Drukker;;Amsterdam
939;Franciscus de P.V.H. Laet;Auteur;;
940;Michael Eversdyk & Elizabeth Camerlingh;Bruidspaar;1630;
941;Adriaan Johan Elzevier & Johanna Magtelina de Marez;Bruidspaar;1727;
942;Johannes Gobels & Maria Ooms;Bruidspaar;1715;
943;Johannes Endenburgh;Drukker;;Amsterdam
944;Jacobus Schynvoet;Auteur;;
945;Pieter van den Broeck & Anna Adriana Steyn;Bruidspaar;1752;
946;Jan Frederik Parvé;Auteur;;
947;Hermannus Joannes Egberts;Auteur;;
948;Daniel van Sloterdyck;Auteur;;
949;Jacob Spex;Auteur;;
950;Franc van der Burch;Auteur;;
951;Nicolaas van der Dussen;Auteur;;
952;Joan Bols ten Oever;Auteur;;
953;Wilhelm Musketier;Auteur;;
954;Frederik Jan Parvé;Auteur;;
955;Dirk de Vrye & Anthonetta van Overveldt;Bruidspaar;1729;
956;Joannes Badon;Auteur;;
957;Julius Caesar Boëthius;Auteur;;
958;Kornelis van Slingeland;Auteur;;
959;Dirk de Vrye & Margareta Bisdom;Bruidspaar;1731;
960;Willem Ostens;Auteur;;
961;Wilhelmus van Yssum & Johanna Maria van Ostade;Bruidspaar;1737;
962;P. Pluym;Auteur;;
963;Kornelis Elzevier;Auteur;;
964;Levinus Pietersz van Hole & Catharina Christina Evertsen;Bruidspaar;1738;
965;Steven van Esveldt;Auteur, Drukker;;
966;Joan Wilhelm Claus van Laar;Auteur;;
967;Warner Doekes;Auteur;;
968;H. van Brevoort;Auteur;;
969;Anthony Gerhard Dryfhout & Magdalena van Eys;Bruidspaar;1738;
970;Willem Boman;Drukker;;Amsterdam
971;Jan Nicolaas van Eys;Auteur;;
972;H. van Eys;Auteur;;
973;C.C. Maillart;Auteur;;
974;David Jacob van Eys;Auteur;;
975;Jan Follé & Margareta van der Horst;Bruidspaar;1727;
976;Abraham de Haen;Auteur;;
977;Thomas Swartwout & Hendrickjen Barentsd;Bruidspaar;1631;
978;Barent Otsz;Drukker;;Leiden
979;Ot Barentsz;Auteur;;
980;François Constantijn Druyvestein & Cornelia Anna van Royen;Bruidspaar;1753;
981;Albertina Elisabeth Du Tour;Drukker;;
982;Johannes van Steelant & Catharina Beyer;Bruidspaar;1714;
983;Lieve Geelvinck (1730-1757) & Catharina Elisabeth Hasselaer;Bruidspaar;1756;
984;Bastiaan Oudemans & Helena Houthof;Bruidspaar;1727;
985;Herbert Oudemans;Drukker;;Den Haag
986;Christiaen Paulus Meyer & Lidia Elisabeth Gildemeester;Bruidspaar;1750;
987;N.K. E.A.;Auteur;;
988;Hugo Frederik Gildemeester;Auteur;;
989;Jacob Lutkeman;Auteur;;
990;Hendrik Hoffham;Auteur;;
991;Richard Muilman;Auteur;;
992;Willem Bardewits;Auteur;;
993;Johan Marinus Chalmers & Elisabeth Pottey;Bruidspaar;1744;
994;Jakob Johan Andriessen;Auteur;;
995;Pieter van Loon & Agneta Graswinckel;Bruidspaar;1722;
996;Reinier de Haan & Alida Stadnitski;Bruidspaar;1718;
997;Adriaan Slaats;Drukker;;Rotterdam
998;Jan de Haan;Auteur;;
999;Dirk van Beek;Auteur;;
1000;Cornelis Corn Calff & Grietje Claase Bloem;Bruidspaar;1707;
1001;Eduard Ploos van Amstel & Margareta Goetvall;Bruidspaar;1735;
1002;Cornelis Bruyn;Auteur;;
1003;Abraham Erbervelt;Auteur;;
1004;Nicolaas Geelvinck (1706-1764) & Maria Margareta Corver;Bruidspaar;1747;
1005;Pieter Meyer;Auteur, Drukker;;Wesel
1006;Mattheus Temminck;Auteur;;
1007;Gualterus Hennequin & Ewouda Verschuur;Bruidspaar;1713;
1008;Gysbert Bremer;Auteur;;
1009;Hendrick Nicolaas Sautyn & Susanna Jacoba van Harencarspel;Bruidspaar;1757;
1010;Petrus Schouten;Drukker;;Delft
1011;Johannes Antonius Helvetius;Auteur;;
1012;Aegidius Groeninx & Theodora Maria Groenhout;Bruidspaar;1729;
1013;Joannes Arntzenius;Auteur;;
1014;Jan van Hoogstraten;Auteur, Drukker;;
1015;Gerard van Westerwyk;Auteur;;
1016;Nikolaes Bylaert;Auteur;;
1017;Lambert van Neck & Theodora Maria Groenhout;Bruidspaar;1739;
1018;Joannes J.J. Jens;Auteur;;
1019;Joannes ter Hoeven;Auteur;;
1020;Jacobus Henricus Dreux;Auteur;;
1021;Matthew Chity & Elisabeth de Dieu;Bruidspaar;1693;
1022;Johannes van de Kellenaar;Drukker;;Den Haag
1023;Pieter Messchaert & Maria de Haes;Bruidspaar;1689;
1024;Johannes Bredenburg (Jr);Auteur;;
1025;Jan Nicolaas Floris graaf van Nassau La Lecq & Maria Anna Testas;Bruidspaar;1749;
1026;Petrus Theodorus van Hamel;Auteur;;
1027;Petrus Nahuys & Johanna Louiza Couck;Bruidspaar;1728;
1028;Albertus Lyklama à Nijeholt;Auteur;;
1029;Françoys Pekstok & Geertruyd van Os;Bruidspaar;1693;
1030;Jacobus Robyn;Drukker;;Rotterdam
1031;H. Croese;Auteur;;
1032;Cornelis Tromp & Margareta van Raephorst;Bruidspaar;1667;
1033;Christoffel Cunradus;Drukker;;
1034;Antonius Ernst & Aemilia de Wall;Bruidspaar;1685;
1035;Franco Sas;Drukker;;
1036;Johannes Nicolaas Sellius;Auteur;;
1037;Johannes Trekels & Janneke Matheus;Bruidspaar;1644;
1038;Jacob Schyn & Gesina Verbeek;Bruidspaar;1724;
1039;Barent (wed) Visscher;Drukker;;Amsterdam
1040;Eduard van Nikkelen;Auteur;;
1041;Jan Geldorp;Auteur;;
1042;Marten Schagen;Auteur, Drukker;;
1043;Evert Visscher;Auteur, Drukker;;
1044;Arnoldus van Goor & Maria Suavius;Bruidspaar;1635;
1045;Johannes Ribbius;Drukker;;
1046;Bernhardus ab Eyll;Auteur;;
1047;Arnoldus van Sengwerdt;Auteur;;
1048;Gerrit Willem van Oosten de Bruyn & Maria Croon;Bruidspaar;1754;
1049;Gerrit Willem van Oosten de Bruyn;Auteur;;
1050;Abraham Perrenot;Auteur;;
1051;Jan Croon;Auteur;;
1052;Daniël de Burlett;Auteur;;
1053;Rudolph de Burlett;Auteur;;
1054;Maria van Varelen;Auteur;;
1055;Jacobus Rabbi & Beatrix Grapenes;Bruidspaar;1673;
1056;Johannes Roovers;Drukker;;
1057;Joan van Schuilenburg & Cornelia Jacoba Kemp van Moermont;Bruidspaar;1713;
1058;Engelbrecht I Boucquet;Drukker;;Amsterdam
1059;Abraham Barnaart & Engeltje van Hoven;Bruidspaar;1724;
1060;Pieter (Jr) Merkman;Auteur;;
1061;Wouter van der Breuck & Elizabeth Hofkens;Bruidspaar;1715;
1062;Henriette Elizabeth de With;Auteur;;
1063;Katharina Johanna de With;Auteur;;
1064;Isaac Elzevier & Wilhelmina Adriana van Hogendorp;Bruidspaar;1721;
1065;Joannes Jens;Auteur;;
1066;Johannes de Bey;Auteur;;
1067;Cornelius de Voogt & Elizabeth van Holthen;Bruidspaar;1677;
1068;Jacob van Velsen;Drukker;;
1069;Everhard François Schimmelpenning & Sara Du Try;Bruidspaar;1744;
1070;Carel Johan Houttuyn;Auteur;;
1071;Joannes Braam van Yver;Auteur;;
1072;Abraham Haverkamp & Petronella Johanna de Timmerman;Bruidspaar;1749;
1073;A.A.C.;Auteur;;
1074;Jacob Hop (1654-1725) & Izabella Hooft;Bruidspaar;1684;
1075;Albert Magnus;Drukker;;
1076;Philip Kolpaar & Adriana de Beunje;Bruidspaar;1725;
1077;Johannes Wastiov & Rachel Del Tombe;Bruidspaar;1658;
1078;Sebastiaen van der Piet;Drukker;;
1079;Anthoni Pieter Lambrechtsen & Constantia Susanna van Boesschot;Bruidspaar;1755;
